1507043013.431383,0
1507043013.442935,0
1507043013.454444,0
1507043013.466086,0
1507043013.477645,0
1507043013.489167,0
1507043013.500701,0
1507043013.512392,0
1507043013.524060,0
1507043013.535700,0
1507043013.547272,0
1507043013.558898,0
1507043013.570504,0
1507043013.582223,0
1507043013.593858,0
1507043013.605436,0
1507043013.616959,0
1507043013.628636,0
1507043013.640251,0
1507043013.651780,0
1507043013.663415,0
1507043013.675032,0
1507043013.686774,0
1507043013.698422,0
1507043013.710094,0
1507043013.721770,0
1507043013.733481,1
1507043013.745179,0
1507043013.756846,0
1507043013.768480,0
1507043013.780117,0
1507043013.791673,0
1507043013.803208,1
1507043013.814842,0
1507043013.826544,0
1507043013.838212,1
1507043013.849860,0
1507043013.861525,0
1507043013.873188,0
1507043013.884843,0
1507043013.896562,0
1507043013.908226,0
1507043013.919819,0
1507043013.931386,0
1507043013.943028,0
1507043013.954624,0
1507043013.966188,0
1507043013.977815,0
1507043013.989533,0
1507043014.001042,0
1507043014.012742,0
1507043014.024433,0
1507043014.036066,0
1507043014.047603,0
1507043014.059154,0
1507043014.070707,0
1507043014.082420,0
1507043014.093982,0
1507043014.105545,0
1507043014.117222,0
1507043014.128848,0
1507043014.140401,0
1507043014.151951,0
1507043014.163501,0
1507043014.175057,0
1507043014.186598,0
1507043014.198116,0
1507043014.209681,0
1507043014.221203,0
1507043014.232785,0
1507043014.244345,0
1507043014.255928,0
1507043014.267479,0
1507043014.279021,0
1507043014.290582,0
1507043014.302151,0
1507043014.313735,0
1507043014.325329,0
1507043014.336891,0
1507043014.348443,0
1507043014.359960,0
1507043014.371451,0
1507043014.382973,0
1507043014.394506,0
1507043014.406026,0
1507043014.417545,0
1507043014.429101,0
1507043014.440654,0
1507043014.452226,0
1507043014.463767,0
1507043014.475335,0
1507043014.486877,0
1507043014.498434,0
1507043014.509984,0
1507043014.521529,0
1507043014.533056,0
1507043014.544633,0
1507043014.556239,0
1507043014.567806,0
1507043014.579412,0
1507043014.591033,0
1507043014.602626,0
1507043014.614267,0
1507043014.625905,0
1507043014.637523,0
1507043014.649128,0
1507043014.660719,0
1507043014.672289,0
1507043014.683841,0
1507043014.695405,0
1507043014.706944,0
1507043014.718591,0
1507043014.730217,0
1507043014.741781,0
1507043014.753350,0
1507043014.764842,0
1507043014.776424,0
1507043014.788059,0
1507043014.799596,0
1507043014.811087,0
1507043014.822631,0
1507043014.834156,0
1507043014.845688,0
1507043014.857229,0
1507043014.868772,0
1507043014.880366,0
1507043014.891917,0
1507043014.903492,0
1507043014.915148,0
1507043014.926711,0
1507043014.938299,0
1507043014.949873,0
1507043014.961468,0
1507043014.973022,0
1507043014.984529,0
1507043014.996622,0
1507043015.008247,0
1507043015.019803,0
1507043015.031350,0
1507043015.042903,0
1507043015.054517,0
1507043015.066154,0
1507043015.077748,0
1507043015.089361,0
1507043015.100865,0
1507043015.112447,0
1507043015.124140,0
1507043015.135744,0
1507043015.147372,0
1507043015.158986,0
1507043015.170647,0
1507043015.182244,0
1507043015.193802,0
1507043015.205348,0
1507043015.216904,0
1507043015.228455,0
1507043015.239998,0
1507043015.251609,0
1507043015.263239,0
1507043015.274869,0
1507043015.286439,0
1507043015.297991,0
1507043015.309633,0
1507043015.321200,0
1507043015.332749,0
1507043015.344319,0
1507043015.355908,0
1507043015.367485,0
1507043015.379015,0
1507043015.390633,0
1507043015.402213,0
1507043015.413787,0
1507043015.425320,0
1507043015.436821,0
1507043015.448523,0
1507043015.460166,0
1507043015.471685,0
1507043015.483184,0
1507043015.494681,0
1507043015.506229,0
1507043015.517801,0
1507043015.529372,0
1507043015.540878,0
1507043015.552392,0
1507043015.563917,0
1507043015.575488,0
1507043015.587033,0
1507043015.598579,0
1507043015.610195,0
1507043015.621746,0
1507043015.633283,0
1507043015.644765,0
1507043015.656340,0
1507043015.667924,0
1507043015.679483,0
1507043015.691069,0
1507043015.702624,0
1507043015.714208,0
1507043015.725779,0
1507043015.737315,0
1507043015.748833,0
1507043015.760419,0
1507043015.771987,0
1507043015.783560,0
1507043015.795131,0
1507043015.806711,0
1507043015.818290,0
1507043015.829874,0
1507043015.841431,0
1507043015.853051,0
1507043015.864667,0
1507043015.876351,0
1507043015.887972,0
1507043015.899576,0
1507043015.911144,0
1507043015.922694,0
1507043015.934274,0
1507043015.945985,0
1507043015.957580,0
1507043015.969135,0
1507043015.980724,0
1507043015.992306,0
1507043016.003851,0
1507043016.015415,0
1507043016.026988,0
1507043016.038543,0
1507043016.050174,0
1507043016.061727,0
1507043016.073299,0
1507043016.084927,0
1507043016.096512,0
1507043016.108133,0
1507043016.119820,0
1507043016.131396,0
1507043016.142973,0
1507043016.154561,0
1507043016.166094,0
1507043016.177713,0
1507043016.189401,0
1507043016.200931,0
1507043016.212489,0
1507043016.224120,0
1507043016.235684,0
1507043016.247238,0
1507043016.258784,0
1507043016.270378,0
1507043016.281940,0
1507043016.293485,0
1507043016.304988,0
1507043016.316586,0
1507043016.328146,0
1507043016.339705,0
1507043016.351238,0
1507043016.362837,0
1507043016.374431,0
1507043016.386032,0
1507043016.397641,0
1507043016.409213,0
1507043016.420756,0
1507043016.432356,0
1507043016.443910,0
1507043016.455468,0
1507043016.467041,0
1507043016.478634,0
1507043016.490200,0
1507043016.501805,0
1507043016.513352,0
1507043016.524914,0
1507043016.536483,0
1507043016.548108,0
1507043016.559767,0
1507043016.571434,0
1507043016.583071,0
1507043016.594675,0
1507043016.606321,0
1507043016.617909,0
1507043016.629532,0
1507043016.641074,0
1507043016.652656,0
1507043016.664308,0
1507043016.675889,0
1507043016.687445,0
1507043016.699011,0
1507043016.710633,0
1507043016.722212,0
1507043016.733858,0
1507043016.745425,0
1507043016.756951,0
1507043016.768493,0
1507043016.780214,0
1507043016.791806,0
1507043016.803412,0
1507043016.814932,0
1507043016.826477,1
1507043016.838059,0
1507043016.849615,0
1507043016.861119,0
1507043016.872686,0
1507043016.884255,0
1507043016.895928,0
1507043016.907535,0
1507043016.919100,0
1507043016.930680,0
1507043016.942268,0
1507043016.953848,0
1507043016.965396,0
1507043016.977012,0
1507043016.988623,0
1507043017.000218,0
1507043017.011779,0
1507043017.023295,0
1507043017.034823,0
1507043017.046449,0
1507043017.058038,0
1507043017.069587,0
1507043017.081187,0
1507043017.092759,0
1507043017.104312,0
1507043017.115909,0
1507043017.127482,0
1507043017.139048,0
1507043017.150627,0
1507043017.162274,0
1507043017.173846,0
1507043017.185447,0
1507043017.197043,0
1507043017.208580,0
1507043017.220186,0
1507043017.231759,0
1507043017.243283,0
1507043017.254814,0
1507043017.266423,0
1507043017.278004,0
1507043017.289588,0
1507043017.301204,0
1507043017.312891,0
1507043017.324442,0
1507043017.336039,0
1507043017.347540,0
1507043017.359096,0
1507043017.370646,0
1507043017.382207,0
1507043017.393741,0
1507043017.405283,0
1507043017.416790,0
1507043017.428396,0
1507043017.440007,0
1507043017.451648,0
1507043017.463215,0
1507043017.474765,0
1507043017.486350,0
1507043017.497947,0
1507043017.509485,0
1507043017.520988,0
1507043017.532546,0
1507043017.544112,0
1507043017.555688,0
1507043017.567238,0
1507043017.578788,0
1507043017.590498,0
1507043017.602189,0
1507043017.613854,0
1507043017.625413,0
1507043017.636940,0
1507043017.648532,0
1507043017.660142,0
1507043017.671718,0
1507043017.683262,0
1507043017.694713,0
1507043017.706295,0
1507043017.717921,0
1507043017.729535,0
1507043017.741103,1
1507043017.752721,0
1507043017.764345,0
1507043017.775928,0
1507043017.787532,0
1507043017.799067,0
1507043017.810677,0
1507043017.822258,0
1507043017.833856,0
1507043017.845466,0
1507043017.856992,0
1507043017.868542,0
1507043017.880102,0
1507043017.891657,0
1507043017.903245,0
1507043017.914841,0
1507043017.926430,0
1507043017.938009,0
1507043017.949577,0
1507043017.961127,0
1507043017.972710,0
1507043017.984328,0
1507043017.995982,0
1507043018.007565,0
1507043018.019135,0
1507043018.030681,0
1507043018.042271,0
